Elapsed Time (min),Pressure,Density,Rate,Stage Number
237.717,1796,8.38,3.2,5
237.733,1754,8.38,3.2,5
237.75,1754,8.38,3.2,5
237.767,1754,8.38,3.2,5
237.783,1763,8.38,3.2,5
237.8,1763,8.38,3.2,5
237.817,1793,8.38,3.2,5
237.833,1793,8.38,3.2,5
237.85,1793,8.38,3.2,5
237.867,1752,8.38,3.2,5
237.883,1752,8.38,3.2,5
237.9,1781,8.38,3.2,5
237.917,1781,8.38,3.2,5
237.933,1781,8.38,3.2,5
237.95,1782,8.38,3.2,5
237.967,1782,8.38,3.2,5
237.983,1751,8.38,3.2,5
238,1751,8.38,3.2,5
238.017,1751,8.38,3.2,5
238.033,1790,8.38,3.2,5
238.05,1790,8.38,3.2,5
238.067,1767,8.38,3.1,5
238.083,1767,8.38,3.1,5
238.1,1767,8.38,3.1,5
238.117,1751,8.38,3.1,5
238.133,1751,8.38,3.1,5
238.15,1783,8.38,3.1,5
238.167,1783,8.38,3.1,5
238.183,1783,8.38,3.1,5
238.2,1750,8.38,3.1,5
238.217,1750,8.38,3.1,5
238.233,1759,8.38,3.1,5
238.25,1759,8.38,3.1,5
238.267,1759,8.38,3.1,5
238.283,1787,8.38,3.1,5
238.3,1787,8.38,3.1,5
238.317,1744,8.38,3.1,5
238.333,1744,8.38,3.1,5
238.35,1765,8.38,3.1,5
238.367,1765,8.38,3.1,5
238.383,1765,8.38,3.1,5
238.4,1781,8.38,3.1,5
238.417,1781,8.38,3.1,5
238.433,1742,8.38,3,5
238.45,1742,8.38,3,5
238.467,1742,8.38,3,5
238.483,1777,8.38,3.1,5
238.5,1777,8.38,3.1,5
238.517,1778,8.38,3.1,5
238.533,1778,8.38,3.1,5
238.55,1778,8.38,3.1,5
238.567,1739,8.38,3.1,5
238.583,1739,8.38,3.1,5
238.6,1788,8.38,3.1,5
238.617,1788,8.38,3.1,5
238.633,1788,8.38,3.1,5
238.65,1776,8.38,3.1,5
238.667,1776,8.38,3.1,5
238.683,1748,8.38,3.1,5
238.7,1748,8.38,3.1,5
238.717,1748,8.38,3.1,5
238.733,1795,8.38,3,5
238.75,1795,8.38,3,5
238.767,1756,8.38,3.1,5
238.783,1756,8.38,3.1,5
238.8,1756,8.38,3.1,5
238.817,1764,8.38,3.1,5
238.833,1764,8.38,3.1,5
238.85,1800,8.38,3,5
238.867,1800,8.38,3,5
238.883,1800,8.38,3,5
238.9,1748,8.38,3.1,5
238.917,1748,8.38,3.1,5
238.933,1769,8.38,3.1,5
238.95,1769,8.38,3.1,5
238.967,1769,8.38,3.1,5
238.983,1799,8.38,3.1,5
239,1799,8.38,3.1,5
239.017,1743,8.38,3.1,5
239.033,1743,8.38,3.1,5
239.05,1743,8.38,3.1,5
239.067,1772,8.38,3.1,5
239.083,1772,8.38,3.1,5
239.1,1784,8.38,3.1,5
239.117,1784,8.38,3.1,5
239.133,1784,8.38,3.1,5
239.15,1736,8.38,3.1,5
239.167,1736,8.38,3.1,5
239.183,1790,8.38,3.1,5
239.2,1790,8.38,3.1,5
239.217,1790,8.38,3.1,5
239.233,1782,8.38,3,5
239.25,1782,8.38,3,5
239.267,1741,8.38,3.1,5
239.283,1741,8.38,3.1,5
239.3,1741,8.38,3.1,5
239.317,1797,8.38,3.1,5
239.333,1797,8.38,3.1,5
239.35,1765,8.38,3.1,5
239.367,1765,8.38,3.1,5
239.383,1750,8.38,3,5
239.4,1750,8.38,3,5
239.417,1750,8.38,3,5
239.433,1802,8.38,3.1,5
239.45,1802,8.38,3.1,5
239.467,1752,8.38,3.1,5
239.483,1752,8.38,3.1,5
239.5,1752,8.38,3.1,5
239.517,1761,8.38,3.1,5
239.533,1761,8.38,3.1,5
239.55,1800,8.38,3,5
239.567,1800,8.38,3,5
239.583,1800,8.38,3,5
239.6,1747,8.38,3.1,5
239.617,1747,8.38,3.1,5
239.633,1782,8.38,3,5
239.65,1782,8.38,3,5
239.667,1782,8.38,3,5
239.683,1786,8.38,3.1,5
239.7,1786,8.38,3.1,5
239.717,1744,8.38,3.1,5
239.733,1744,8.38,3.1,5
239.75,1744,8.38,3.1,5
239.767,1794,8.38,3.1,5
239.783,1794,8.38,3.1,5
239.8,1776,8.38,3.1,5
239.817,1776,8.38,3.1,5
239.833,1776,8.38,3.1,5
239.85,1745,8.38,3,5
239.867,1745,8.38,3,5
239.883,1804,8.38,3,5
239.9,1804,8.38,3,5
239.917,1804,8.38,3,5
239.933,1772,8.38,3.1,5
239.95,1772,8.38,3.1,5
239.967,1752,8.38,3.1,5
239.983,1752,8.38,3.1,5
240,1752,8.38,3.1,5
240.017,1803,8.38,3.1,5
240.033,1803,8.38,3.1,5
240.05,1760,8.38,3.1,5
240.067,1760,8.38,3.1,5
240.083,1760,8.38,3.1,5
240.1,1765,8.38,3,5
240.117,1765,8.38,3,5
240.133,1802,8.38,3.1,5
240.15,1802,8.38,3.1,5
240.167,1802,8.38,3.1,5
240.183,1753,8.38,3,5
240.2,1753,8.38,3,5
240.217,1784,8.38,3.1,5
240.233,1784,8.38,3.1,5
240.25,1784,8.38,3.1,5
240.267,1791,8.38,3,5
240.283,1791,8.38,3,5
240.3,1749,8.38,3.1,5
240.317,1749,8.38,3.1,5
240.333,1749,8.38,3.1,5
240.35,1793,8.38,3.1,5
240.367,1793,8.38,3.1,5
240.383,1781,8.38,3.1,5
240.4,1781,8.38,3.1,5
240.417,1781,8.38,3.1,5
240.433,1753,8.38,3.1,5
240.45,1753,8.38,3.1,5
240.467,1800,8.38,3.1,5
240.483,1800,8.38,3.1,5
240.5,1765,8.38,3,5
240.517,1765,8.38,3,5
240.533,1765,8.38,3,5
240.55,1767,8.38,3,5
240.567,1767,8.38,3,5
240.583,1803,8.38,3.1,5
240.6,1803,8.38,3.1,5
240.617,1803,8.38,3.1,5
240.633,1753,8.38,3.1,5
240.65,1753,8.38,3.1,5
240.667,1753,8.38,3.1,5
240.683,1783,8.38,3,5
240.7,1783,8.38,3,5
240.717,1791,8.38,3.1,5
240.733,1791,8.38,3.1,5
240.75,1791,8.38,3.1,5
240.767,1753,8.38,3,5
240.783,1753,8.38,3,5
240.8,1795,8.38,3,5
240.817,1795,8.38,3,5
240.833,1786,8.38,3,5
240.85,1786,8.38,3,5
240.867,1786,8.38,3,5
240.883,1880,8.38,3,5
240.9,1880,8.38,3,5
240.917,1880,8.38,3,5
240.933,2074,8.38,3,5
240.95,2074,8.38,3,5
240.967,2146,8.38,3,5
240.983,2146,8.38,3,5
241,2146,8.38,3,5
241.017,2305,8.38,2.9,5
241.033,2305,8.38,2.9,5
241.05,2429,8.38,2.5,5
241.067,2429,8.38,2.5,5
241.083,2429,8.38,2.5,5
241.1,2446,8.38,0.2,5
241.117,2446,8.38,0.2,5
241.133,2462,8.38,0,5
241.15,2462,8.38,0,5
241.167,2462,8.38,0,5
241.183,2465,8.38,0,5
241.2,2465,8.38,0,5
241.217,2453,8.38,0,5
241.233,2453,8.38,0,5
241.25,2453,8.38,0,5
241.267,2481,8.38,0,5
241.283,2481,8.38,0,5
241.3,2455,8.38,0,5
241.317,2455,8.38,0,5
241.333,2476,8.38,0,5
241.35,2476,8.38,0,5
241.367,2476,8.38,0,5
241.383,2474,8.38,0,5
241.4,2474,8.38,0,5
241.417,2480,8.38,0,5
241.433,2480,8.38,0,5
241.45,2480,8.38,0,5
241.467,2478,8.38,0,5
241.483,2478,8.38,0,5
241.5,2477,8.38,0,5
241.517,2477,8.38,0,5
241.533,2477,8.38,0,5
241.55,2478,8.38,0,5
241.567,2478,8.38,0,5
241.583,2465,8.38,0,5
241.6,2465,8.38,0,5
241.617,2465,8.38,0,5
241.633,2480,8.38,0,5
241.65,2480,8.38,0,5
241.667,2472,8.38,0,5
241.683,2472,8.38,0,5
241.7,2472,8.38,0,5
241.717,2481,8.38,0,5
241.733,2481,8.38,0,5
241.75,2479,8.38,0,5
241.767,2479,8.38,0,5
241.783,2479,8.38,0,5
241.8,2482,8.38,0,5
241.817,2482,8.38,0,5
241.833,2482,8.38,0,5
241.85,2482,8.38,0,5
241.867,2478,8.38,0,5
241.883,2478,8.38,0,5
241.9,2478,8.38,0,5
241.917,2484,8.38,0,5
241.933,2484,8.38,0,5
241.95,2472,8.38,0,5
241.967,2472,8.38,0,5
241.983,2472,8.38,0,5
242,2485,8.38,0,5
242.017,2485,8.38,0,5
242.033,2481,8.38,0,5
242.05,2481,8.38,0,5
242.067,2481,8.38,0,5
242.083,2485,8.38,0,5
242.1,2485,8.38,0,5
242.117,2485,8.38,0,5
242.133,2485,8.38,0,5
242.15,2485,8.38,0,5
242.167,2484,8.38,0,5
242.183,2484,8.38,0,5
242.2,2487,8.38,0,5
242.217,2487,8.38,0,5
242.233,2487,8.38,0,5
242.25,2481,8.38,0,5
242.267,2481,8.38,0,5
242.283,2489,8.38,0,5
242.3,2489,8.38,0,5
242.317,2489,8.38,0,5
242.333,2481,8.38,0,5
242.35,2481,8.38,0,5
242.367,2490,8.38,0,5
242.383,2490,8.38,0,5
242.4,2490,8.38,0,5
242.417,2485,8.38,0,5
242.433,2485,8.38,0,5
242.45,2490,8.38,0,5
242.467,2490,8.38,0,5
242.483,2490,8.38,0,5
242.5,2490,8.38,0,5
242.517,2490,8.38,0,5
242.533,2489,8.38,0,5
242.55,2489,8.38,0,5
242.567,2489,8.38,0,5
242.583,2491,8.38,0,5
242.6,2491,8.38,0,5
242.617,2486,8.38,0,5
242.633,2486,8.38,0,5
242.65,2493,8.38,0,5
242.667,2493,8.38,0,5
242.683,2493,8.38,0,5
242.7,2486,8.38,0,5
242.717,2486,8.38,0,5
242.733,2494,8.38,0,5
242.75,2494,8.38,0,5
242.767,2494,8.38,0,5
242.783,2493,8.38,0,5
242.8,2493,8.38,0,5
242.817,2494,8.38,0,5
242.833,2494,8.38,0,5
242.85,2494,8.38,0,5
242.867,2495,8.38,0,5
242.883,2495,8.38,0,5
242.9,2492,8.38,0,5
242.917,2492,8.38,0,5
242.933,2492,8.38,0,5
242.95,2496,8.38,0,5
242.967,2496,8.38,0,5
242.983,2491,8.38,0,5
243,2491,8.38,0,5
243.017,2491,8.38,0,5
243.033,2497,8.38,0,5
243.05,2497,8.38,0,5
243.067,2494,8.38,0,5
243.083,2494,8.38,0,5
243.1,2498,8.38,0,5
243.117,2498,8.38,0,5
243.133,2498,8.38,0,5
243.15,2498,8.38,0,5
243.167,2498,8.38,0,5
243.183,2498,8.38,0,5
243.2,2498,8.38,0,5
243.217,2498,8.38,0,5
243.233,2501,8.38,0,5
243.25,2501,8.38,0,5
243.267,2497,8.38,0,5
243.283,2497,8.38,0,5
243.3,2497,8.38,0,5
243.317,2501,8.38,0,5
243.333,2501,8.38,0,5
243.35,2497,8.38,0,5
243.367,2497,8.38,0,5
243.383,2497,8.38,0,5
243.4,2502,8.38,0,5
243.417,2502,8.38,0,5
243.433,2500,8.38,0,5
243.45,2500,8.38,0,5
243.467,2500,8.38,0,5
243.483,2501,8.38,0,5
243.5,2501,8.38,0,5
243.517,2494,8.38,0,5
243.533,2494,8.38,0,5
243.55,2494,8.38,0,5
243.567,2475,8.38,0,5
243.583,2475,8.38,0,5
243.6,2445,8.38,0,5
243.617,2445,8.38,0,5
243.633,2445,8.38,0,5
243.65,2378,8.38,0,5
243.667,2378,8.38,0,5
243.683,2302,8.38,0,5
243.7,2302,8.38,0,5
243.717,2302,8.38,0,5
243.733,2200,8.38,0,5
243.75,2200,8.38,0,5
243.767,2077,8.38,0,5
243.783,2077,8.38,0,5
243.8,2077,8.38,0,5
243.817,1935,8.38,0,5
243.833,1935,8.38,0,5
243.85,1796,8.38,0,5
243.867,1796,8.38,0,5
243.883,1656,8.38,0,5
243.9,1656,8.38,0,5
243.917,1656,8.38,0,5
243.933,1512,8.38,0,5
243.95,1512,8.38,0,5
243.967,1375,8.38,0,5
243.983,1375,8.38,0,5
244,1375,8.38,0,5
244.017,1241,8.38,0,5
244.033,1241,8.38,0,5
244.05,1111,8.38,0,5
244.067,1111,8.38,0,5
244.083,1111,8.38,0,5
244.1,963,8.38,0,5
244.117,963,8.38,0,5
244.133,838,8.38,0,5
244.15,838,8.38,0,5
244.167,838,8.38,0,5
244.183,560,8.38,0,5
244.2,560,8.38,0,5
244.217,283,8.38,0,5
244.233,283,8.38,0,5
244.25,283,8.38,0,5
244.267,162,8.38,0,5
244.283,162,8.38,0,5
244.3,41,8.38,0,5
244.317,41,8.38,0,5
244.333,41,8.38,0,5
244.35,9,8.38,0,5
244.367,9,8.38,0,5
244.383,-1,8.38,0,5
244.4,-1,8.38,0,5
244.417,-1,8.38,0,5
244.433,-1,8.38,0,5
244.45,-1,8.38,0,5
244.467,-1,8.38,0,5
244.483,-1,8.38,0,5
244.5,-1,8.38,0,5
244.517,-1,8.38,0,5
244.533,-1,8.38,0,5
244.55,-1,8.38,0,5
244.567,-1,8.38,0,5
244.583,-1,8.38,0,5
244.6,-1,8.38,0,5
244.617,-1,8.38,0,5
244.633,-1,8.38,0,5
244.65,-1,8.38,0,5
244.667,-1,8.38,0,5
244.683,-1,8.38,0,5
244.7,-1,8.38,0,5
244.717,-1,8.38,0,5
244.733,-1,8.38,0,5
244.75,-1,8.38,0,5
244.767,-1,8.38,0,5
244.783,-1,8.38,0,5
244.8,-1,8.38,0,5
244.817,-1,8.38,0,5
244.833,-1,8.38,0,5
244.85,-1,8.38,0,5
244.867,-1,8.38,0,5
244.883,-1,8.38,0,5
244.9,-1,8.38,0,5
244.917,-1,8.38,0,5
244.933,-1,8.38,0,5
244.95,-1,8.38,0,5
244.967,-1,8.38,0,5
244.983,-1,8.38,0,5
245,-1,8.38,0,5
245.017,-1,8.38,0,5
245.033,-1,8.38,0,5
245.05,-1,8.38,0,5
245.067,-1,8.38,0,5
245.083,-1,8.38,0,5
245.1,-1,8.38,0,5
245.117,-1,8.38,0,5
245.133,-1,8.38,0,5
245.15,-1,8.38,0,5
245.167,-1,8.38,0,5
245.183,-1,8.38,0,5
245.2,-1,8.38,0,5
245.217,-1,8.38,0,5
245.233,-1,8.38,0,5
245.25,-1,8.38,0,5
245.267,-1,8.38,0,5
245.283,-1,8.38,0,5
245.3,-1,8.38,0,5
245.317,-1,8.38,0,5
245.333,-1,8.38,0,5
245.35,-1,8.38,0,5
245.367,-1,8.38,0,5
245.383,-1,8.38,0,5
245.4,-1,8.38,0,5
245.417,-1,8.38,0,5
245.433,-1,8.38,0,5
245.45,-1,8.38,0,5
245.467,-1,8.38,0,5
245.483,-1,8.38,0,5
245.5,-1,8.38,0,5
245.517,-1,8.38,0,5
245.533,-1,8.38,0,5
245.55,-1,8.38,0,5
245.567,-1,8.38,0,5
245.583,-1,8.38,0,5
245.6,-1,8.38,0,5
245.617,-1,8.38,0,5
245.633,-1,8.38,0,5
245.65,-1,8.38,0,5
245.667,-1,8.38,0,5
245.683,-1,8.38,0,5
245.7,-1,8.38,0,5
245.717,-1,8.38,0,5
245.733,-1,8.38,0,5
245.75,-1,8.38,0,5
245.767,-1,8.38,0,5
245.783,-1,8.38,0,5
245.8,-1,8.38,0,5
245.817,-1,8.38,0,5
245.833,-1,8.38,0,5
245.85,-1,8.38,0,5
245.867,-1,8.38,0,5
245.883,-1,8.38,0,5
245.9,-1,8.38,0,5
245.917,-1,8.38,0,5
245.933,-1,8.38,0,5
245.95,-1,8.38,0,5
245.967,-1,8.38,0,5
245.983,-1,8.38,0,5
246,-1,8.38,0,5
246.017,-1,8.38,0,5
246.033,-1,8.38,0,5
246.05,-1,8.38,0,5
246.067,-1,8.38,0,5
246.083,-1,8.38,0,5
246.1,-1,8.38,0,5
246.117,0,8.38,0,5
246.133,0,8.38,0,5
246.15,-1,8.38,0,5
246.167,-1,8.38,0,5
246.183,-1,8.38,0,5
246.2,-1,8.38,0,5
246.217,-1,8.38,0,5
246.233,-1,8.38,0,5
246.25,-1,8.38,0,5
246.267,0,8.38,0,5
246.283,0,8.38,0,5
246.3,0,8.38,0,5
246.317,-1,8.38,0,5
246.333,-1,8.38,0,5
246.35,-1,8.38,0,5
246.367,-1,8.38,0,5
246.383,-1,8.38,0,5
246.4,0,8.38,0,5
246.417,0,8.38,0,5
246.433,0,8.38,0,5
246.45,0,8.38,0,5
246.467,0,8.38,0,5
246.483,-1,8.38,0,5
246.5,-1,8.38,0,5
246.517,0,8.38,0,5
246.533,0,8.38,0,5
246.55,0,8.38,0,5
246.567,0,8.38,0,5
246.583,0,8.38,0,5
246.6,0,8.38,0,5
246.617,0,8.38,0,5
246.633,0,8.38,0,5
246.65,0,8.38,0,5
246.667,0,8.38,0,5
246.683,0,8.38,0,5
246.7,0,8.38,0,5
246.717,0,8.38,0,5
246.733,0,8.38,0,5
246.75,0,8.38,0,5
246.767,1,8.38,0,5
246.783,1,8.38,0,5
246.8,2,8.38,0,5
246.817,2,8.38,0,5
246.833,2,8.38,0,5
246.85,1,8.38,0,5
246.867,1,8.38,0,5
246.883,3,8.38,0,5
246.9,3,8.38,0,5
246.917,3,8.38,0,5
246.933,3,8.38,0,5
246.95,3,8.38,0,5
246.967,3,8.38,0,5
246.983,3,8.38,0,5
247,3,8.38,0,5
247.017,5,8.38,0,5
247.033,5,8.38,0,5
247.05,5,8.38,0,5
247.067,5,8.38,0,5
247.083,5,8.38,0,5
247.1,5,8.38,0,5
247.117,5,8.38,0,5
247.133,7,8.38,0,5
247.15,7,8.38,0,5
247.167,7,8.38,0,5
247.183,7,8.38,0,5
247.2,7,8.38,0,5
247.217,8,8.38,0,5
247.233,8,8.38,0,5
247.25,23,8.38,0.3,5
247.267,23,8.38,0.3,5
247.283,23,8.38,0.3,5
247.3,17,8.38,0.8,5
247.317,17,8.38,0.8,5
247.333,30,8.38,0.8,5
247.35,30,8.38,0.8,5
247.367,30,8.38,0.8,5
247.383,73,8.38,0.8,5
247.4,73,8.38,0.8,5
247.417,111,8.38,0.9,5
247.433,111,8.38,0.9,5
247.45,111,8.38,0.9,5
247.467,166,8.38,1.2,5
247.483,166,8.38,1.2,5
247.5,237,8.38,1.6,5
247.517,237,8.38,1.6,5
247.533,237,8.38,1.6,5
247.55,292,8.38,1.8,5
247.567,292,8.38,1.8,5
247.583,368,8.38,1.8,5
247.6,368,8.38,1.8,5
247.617,368,8.38,1.8,5
247.633,443,8.38,1.9,5
247.65,443,8.38,1.9,5
247.667,521,8.38,1.9,5
247.683,521,8.38,1.9,5
247.7,521,8.38,1.9,5
247.717,607,8.38,1.9,5
247.733,607,8.38,1.9,5
247.75,696,8.38,1.9,5
247.767,696,8.38,1.9,5
247.783,696,8.38,1.9,5
247.8,784,8.38,1.9,5
247.817,784,8.38,1.9,5
247.833,864,8.38,2,5
247.85,864,8.38,2,5
247.867,953,8.38,2,5
247.883,953,8.38,2,5
247.9,953,8.38,2,5
247.917,1031,8.38,2,5
247.933,1031,8.38,2,5
247.95,1116,8.38,2,5
247.967,1116,8.38,2,5
247.983,1116,8.38,2,5
248,1207,8.38,2.1,5
248.017,1207,8.38,2.1,5
248.033,1289,8.38,2.1,5
248.05,1289,8.38,2.1,5
248.067,1289,8.38,2.1,5
248.083,1381,8.38,2.1,5
248.1,1381,8.38,2.1,5
248.117,1455,8.38,2,5
248.133,1455,8.38,2,5
248.15,1455,8.38,2,5
248.167,1489,8.38,0.3,5
248.183,1489,8.38,0.3,5
248.2,1521,8.38,0,5
248.217,1521,8.38,0,5
248.233,1521,8.38,0,5
248.25,1526,8.38,0,5
248.267,1526,8.38,0,5
248.283,1513,8.38,0,5
248.3,1513,8.38,0,5
248.317,1513,8.38,0,5
248.333,1531,8.38,0,5
248.35,1531,8.38,0,5
248.367,1518,8.38,0,5
248.383,1518,8.38,0,5
248.4,1518,8.38,0,5
248.417,1531,8.38,0,5
248.433,1531,8.38,0,5
248.45,1525,8.38,0,5
248.467,1525,8.38,0,5
248.483,1529,8.38,0,5
248.5,1529,8.38,0,5
248.517,1529,8.38,0,5
248.533,1529,8.38,0,5
248.55,1529,8.38,0,5
248.567,1516,8.38,0,5
248.583,1516,8.38,0,5
248.6,1516,8.38,0,5
248.617,1531,8.38,0,5
248.633,1531,8.38,0,5
248.65,1519,8.38,0,5
248.667,1519,8.38,0,5
248.683,1519,8.38,0,5
248.7,1531,8.38,0,5
248.717,1531,8.38,0,5
248.733,1522,8.38,0,5
248.75,1522,8.38,0,5
248.767,1522,8.38,0,5
248.783,1531,8.38,0,5
248.8,1531,8.38,0,5
248.817,1527,8.38,0,5
248.833,1527,8.38,0,5
248.85,1527,8.38,0,5
248.867,1528,8.38,0,5
248.883,1528,8.38,0,5
248.9,1530,8.38,0,5
248.917,1530,8.38,0,5
248.933,1530,8.38,0,5
248.95,1519,8.38,0,5
248.967,1519,8.38,0,5
248.983,1530,8.38,0,5
249,1530,8.38,0,5
249.017,1523,8.38,0,5
249.033,1523,8.38,0,5
249.05,1523,8.38,0,5
249.067,1530,8.38,0,5
249.083,1530,8.38,0,5
249.1,1525,8.38,0,5
249.117,1525,8.38,0,5
249.133,1525,8.38,0,5
249.15,1527,8.38,0,5
249.167,1527,8.38,0,5
249.183,1527,8.38,0,5
249.2,1527,8.38,0,5
249.217,1527,8.38,0,5
249.233,1521,8.38,0,5
249.25,1521,8.38,0,5
249.267,1528,8.38,0,5
249.283,1528,8.38,0,5
249.3,1528,8.38,0,5
249.317,1519,8.38,0,5
249.333,1519,8.38,0,5
249.35,1528,8.38,0,5
249.367,1528,8.38,0,5
249.383,1528,8.38,0,5
249.4,1523,8.38,0,5
249.417,1523,8.38,0,5
249.433,1528,8.38,0,5
249.45,1528,8.38,0,5
249.467,1528,8.38,0,5
249.483,1526,8.38,0,5
249.5,1526,8.38,0,5
249.517,1524,8.38,0,5
249.533,1524,8.38,0,5
249.55,1524,8.38,0,5
249.567,1528,8.38,0,5
249.583,1528,8.38,0,5
249.6,1520,8.38,0,5
249.617,1520,8.38,0,5
249.633,1528,8.38,0,5
249.65,1528,8.38,0,5
249.667,1528,8.38,0,5
249.683,1522,8.38,0,5
249.7,1522,8.38,0,5
249.717,1527,8.38,0,5
249.733,1527,8.38,0,5
249.75,1527,8.38,0,5
249.767,1525,8.38,0,5
249.783,1525,8.38,0,5
249.8,1526,8.38,0,5
249.817,1526,8.38,0,5
249.833,1526,8.38,0,5
249.85,1527,8.38,0,5
249.867,1527,8.38,0,5
249.883,1522,8.38,0,5
249.9,1522,8.38,0,5
249.917,1522,8.38,0,5
249.933,1528,8.38,0,5
249.95,1528,8.38,0,5
249.967,1521,8.38,0,5
249.983,1521,8.38,0,5
250,1521,8.38,0,5
250.017,1527,8.38,0,5
250.033,1527,8.38,0,5
250.05,1523,8.38,0,5
250.067,1523,8.38,0,5
250.083,1523,8.38,0,5
250.1,1527,8.38,0,5
250.117,1527,8.38,0,5
250.133,1526,8.38,0,5
250.15,1526,8.38,0,5
250.167,1526,8.38,0,5
250.183,1526,8.38,0,5
250.2,1526,8.38,0,5
250.217,1527,8.38,0,5
250.233,1527,8.38,0,5
250.25,1527,8.38,0,5
250.267,1523,8.38,0,5
250.283,1523,8.38,0,5
250.3,1528,8.38,0,5
250.317,1528,8.38,0,5
250.333,1523,8.38,0,5
250.35,1523,8.38,0,5
250.367,1523,8.38,0,5
250.383,1528,8.38,0,5
250.4,1528,8.38,0,5
250.417,1525,8.38,0,5
250.433,1525,8.38,0,5
250.45,1525,8.38,0,5
250.467,1527,8.38,0,5
250.483,1527,8.38,0,5
250.5,1528,8.38,0,5
250.517,1528,8.38,0,5
250.533,1528,8.38,0,5
250.55,1526,8.38,0,5
250.567,1526,8.38,0,5
250.583,1528,8.38,0,5
250.6,1528,8.38,0,5
250.617,1528,8.38,0,5
250.633,1523,8.38,0,5
250.65,1523,8.38,0,5
250.667,1528,8.38,0,5
250.683,1528,8.38,0,5
250.7,1528,8.38,0,5
250.717,1525,8.38,0,5
250.733,1525,8.38,0,5
250.75,1528,8.38,0,5
250.767,1528,8.38,0,5
250.783,1528,8.38,0,5
250.8,1527,8.38,0,5
250.817,1527,8.38,0,5
250.833,1527,8.38,0,5
250.85,1527,8.38,0,5
250.867,1527,8.38,0,5
250.883,1529,8.38,0,5
250.9,1529,8.38,0,5
250.917,1526,8.38,0,5
250.933,1526,8.38,0,5
250.95,1530,8.38,0,5
250.967,1530,8.38,0,5
250.983,1530,8.38,0,5
251,1526,8.38,0,5
251.017,1526,8.38,0,5
251.033,1529,8.38,0,5
251.05,1529,8.38,0,5
251.067,1529,8.38,0,5
251.083,1528,8.38,0,5
251.1,1528,8.38,0,5
251.117,1528,8.38,0,5
251.133,1528,8.38,0,5
251.15,1528,8.38,0,5
251.167,1530,8.38,0,5
251.183,1530,8.38,0,5
251.2,1528,8.38,0,5
251.217,1528,8.38,0,5
251.233,1528,8.38,0,5
251.25,1531,8.38,0,5
251.267,1531,8.38,0,5
251.283,1528,8.38,0,5
251.3,1528,8.38,0,5
251.317,1528,8.38,0,5
251.333,1531,8.38,0,5
251.35,1531,8.38,0,5
251.367,1529,8.38,0,5
251.383,1529,8.38,0,5
251.4,1529,8.38,0,5
251.417,1530,8.38,0,5
251.433,1530,8.38,0,5
251.45,1530,8.38,0,5
251.467,1530,8.38,0,5
251.483,1530,8.38,0,5
251.5,1531,8.38,0,5
251.517,1531,8.38,0,5
251.533,1532,8.38,0,5
251.55,1532,8.38,0,5
251.567,1530,8.38,0,5
251.583,1530,8.38,0,5
251.6,1530,8.38,0,5
251.617,1533,8.38,0,5
251.633,1533,8.38,0,5
251.65,1531,8.38,0,5
251.667,1531,8.38,0,5
251.683,1531,8.38,0,5
251.7,1532,8.38,0,5
251.717,1532,8.38,0,5
251.733,1532,8.38,0,5
251.75,1532,8.38,0,5
251.767,1532,8.38,0,5
251.783,1532,8.38,0,5
251.8,1532,8.38,0,5
251.817,1534,8.38,0,5
251.833,1534,8.38,0,5
251.85,1534,8.38,0,5
251.867,1532,8.38,0,5
251.883,1532,8.38,0,5
251.9,1535,8.38,0,5
251.917,1535,8.38,0,5
251.933,1535,8.38,0,5
251.95,1533,8.38,0,5
251.967,1533,8.38,0,5
251.983,1535,8.38,0,5
252,1535,8.38,0,5
252.017,1535,8.38,0,5
252.033,1534,8.38,0,5
252.05,1534,8.38,0,5
252.067,1535,8.38,0,5
252.083,1535,8.38,0,5
252.1,1535,8.38,0,5
252.117,1535,8.38,0,5
252.133,1535,8.38,0,5
252.15,1535,8.38,0,5
252.167,1535,8.38,0,5
252.183,1537,8.38,0,5
252.2,1537,8.38,0,5
252.217,1537,8.38,0,5
252.233,1535,8.38,0,5
252.25,1535,8.38,0,5
252.267,1537,8.38,0,5
252.283,1537,8.38,0,5
252.3,1537,8.38,0,5
252.317,1536,8.38,0,5
252.333,1536,8.38,0,5
252.35,1537,8.38,0,5
252.367,1537,8.38,0,5
252.383,1537,8.38,0,5
252.4,1537,8.38,0,5
252.417,1537,8.38,0,5
252.433,1537,8.38,0,5
252.45,1537,8.38,0,5
252.467,1537,8.38,0,5
252.483,1538,8.38,0,5
252.5,1538,8.38,0,5
252.517,1537,8.38,0,5
252.533,1537,8.38,0,5
252.55,1537,8.38,0,5
252.567,1539,8.38,0,5
252.583,1539,8.38,0,5
252.6,1538,8.38,0,5
252.617,1538,8.38,0,5
252.633,1540,8.38,0,5
252.65,1540,8.38,0,5
252.667,1540,8.38,0,5
252.683,1539,8.38,0,5
252.7,1539,8.38,0,5
252.717,1540,8.38,0,5
252.733,1540,8.38,0,5
252.75,1540,8.38,0,5
252.767,1540,8.38,0,5
252.783,1540,8.38,0,5
252.8,1540,8.38,0,5
252.817,1540,8.38,0,5
252.833,1540,8.38,0,5
252.85,1541,8.38,0,5
252.867,1541,8.38,0,5
252.883,1541,8.38,0,5
252.9,1541,8.38,0,5
252.917,1541,8.38,0,5
252.933,1542,8.38,0,5
